car_id,model,car_type,fuel_type,car_rating,year_to_start,riders,year_to_work,target_reg,target_class
O-3249507n,Skoda Rapid,economy,petrol,5.26,2014,61910,2018,2270.64,engine_fuel
P-8581853M,Mercedes-Benz E200,business,petrol,4.28,2015,79431,2016,7025.66,electro_bug
p10765484c,Renault Kaptur,standart,petrol,3.76,2014,57020,2018,2890.96,break_bug
a-5976169f,VW Polo,economy,petrol,6.96,2012,27881,2018,2640.64,engine_check
H-4871785P,Hyundai Solaris,economy,petrol,4.8,2015,98826,2017,691.07,wheel_shake
H83423387a,Kia Rio X-line,economy,petrol,5.04,2015,89433,2015,979.1,gear_stick
g18985198o,Nissan Qashqai,standart,petrol,4.18,2014,63534,2019,2435.25,break_bug
f-1368188Z,Smart ForFour,economy,petrol,4.34,2013,40509,2016,3250.71,engine_ignition
k-2273981K,Hyundai Solaris,economy,petrol,5.34,2013,40654,2020,4057.33,engine_check
n81763737L,Nissan Qashqai,standart,petrol,2.86,2014,64524,2021,4001.23,engine_overheat
c-1171224N,Kia Rio X,economy,petrol,4.26,2015,86897,2015,6701.44,engine_ignition
K-2042834N,VW Polo VI,economy,petrol,3.58,2015,99295,2014,4971.66,electro_bug
A-7704231e,Smart ForTwo,economy,petrol,4.4,2016,94152,2016,5001.61,another_bug
T-2809069O,Renault Sandero,standart,petrol,4.7,2014,67441,2019,1088.58,break_bug
e-2200514f,Kia Rio,economy,petrol,5.98,2013,44604,2019,2504.14,engine_ignition
J-1137633W,Renault Kaptur,standart,petrol,5.02,2015,79579,2019,698.99,engine_fuel
T17971896t,Kia Sportage,standart,petrol,5.14,2013,52335,2018,1866.12,gear_stick
z10430541i,Mini Cooper,business,petrol,4.2,2013,36149,2021,5608.1,engine_fuel
o-9505235X,VW Tiguan,economy,petrol,4.44,2016,91388,2017,4375.99,engine_check
Z56694596c,Nissan Qashqai,standart,petrol,4.24,2014,62465,2020,4522.86,engine_check
u-2290162o,Kia Rio X,economy,petrol,4.58,2013,43197,2017,453.05,engine_fuel
E-5303502D,Nissan Qashqai,standart,petrol,5.12,2012,24702,2020,473.91,break_bug
R50675613t,Nissan Qashqai,standart,petrol,3.4,2012,23972,2018,2396.56,electro_bug
H-1289656m,Volkswagen ID.4 ,premium,electro,4.32,2014,63971,2017,7349.62,break_bug
O-1576355d,Renault Kaptur,standart,petrol,4.0,2014,54928,2018,2187.97,break_bug
U-6362584Q,Renault Sandero,standart,petrol,5.42,2013,46099,2015,1466.59,electro_bug
B-8479157Q,Kia Rio X-line,economy,petrol,5.78,2014,65086,2016,4901.32,engine_ignition
h16559760t,VW Polo VI,economy,petrol,4.24,2012,29995,2018,1117.69,engine_overheat
o-1530462a,Renault Sandero,standart,petrol,5.16,2012,29338,2019,2286.9,gear_stick
Q70371595z,Hyundai Solaris,economy,petrol,2.32,2015,73471,2021,660.89,gear_stick
v11386552i,Kia Sportage,standart,petrol,3.56,2014,57077,2015,593.32,engine_fuel
A-8582359Y,Smart ForTwo,economy,petrol,5.12,2013,46279,2018,6100.22,engine_ignition
m-1142531u,Nissan Qashqai,standart,petrol,5.34,2014,52783,2016,12862.0,engine_ignition
w21325307E,Nissan Qashqai,standart,petrol,4.38,2015,89546,2020,5819.21,engine_ignition
P-8788464u,Nissan Qashqai,standart,petrol,5.1,2011,7883,2020,3707.07,engine_ignition
Y11984874C,VW Tiguan,economy,petrol,4.24,2017,132161,2019,536.86,electro_bug
I-2085485K,Kia Rio X,economy,petrol,7.46,2015,81952,2015,1817.16,break_bug
p-1607435n,Renault Sandero,standart,petrol,5.02,2011,615,2020,2463.72,electro_bug
v-7267042G,VW Polo VI,economy,petrol,5.18,2013,36782,2020,5234.43,break_bug
X-5337958G,Kia Sportage,standart,petrol,3.7,2011,6183,2017,2318.69,another_bug
T14802622s,Mercedes-Benz E200,business,petrol,4.46,2015,88283,2021,9463.11,engine_overheat
k-6591744D,Hyundai Solaris,economy,petrol,5.0,2015,89538,2018,1984.6,wheel_shake
z-2033330g,Kia Rio X,economy,petrol,5.12,2015,91474,2017,7499.1,engine_ignition
o18752959g,Kia Rio X-line,economy,petrol,3.92,2012,21459,2014,323.62,wheel_shake
t11356436u,Kia Sportage,standart,petrol,2.86,2015,84699,2022,1797.44,another_bug
V-2169580X,Renault Kaptur,standart,petrol,6.16,2012,21819,2022,500.78,engine_fuel
R89114665D,Kia Rio X-line,economy,petrol,3.2,2013,45176,2021,391.27,engine_fuel
F15011099W,Kia Rio X,economy,petrol,3.16,2011,1606,2021,2265.75,wheel_shake
T22451402g,Kia Rio,economy,petrol,2.56,2013,47108,2022,1047.86,wheel_shake
t61975264x,Nissan Qashqai,standart,petrol,4.12,2015,82700,2020,2367.95,engine_overheat
X-1055263h,Smart ForTwo,economy,petrol,4.1,2015,80197,2016,4510.42,engine_overheat
B-1276447I,Skoda Rapid,economy,petrol,5.72,2017,123499,2014,1549.02,wheel_shake
F57559229C,VW Polo VI,economy,petrol,4.48,2013,44095,2016,1116.58,gear_stick
s-5093199D,Renault Kaptur,standart,petrol,5.88,2011,2793,2021,6155.62,engine_ignition
B-1571885y,Kia Sportage,standart,petrol,3.94,2014,66844,2019,661.08,engine_fuel
e14382410l,Smart ForTwo,economy,petrol,3.22,2015,82106,2018,476.43,break_bug
c-1538833m,Kia Rio X-line,economy,petrol,5.34,2013,46719,2016,1846.96,engine_fuel
G-1242522V,Renault Sandero,standart,petrol,3.74,2011,3464,2018,5458.11,electro_bug
z52651957L,Fiat 500,business,petrol,3.0,2013,41551,2015,5486.4,engine_check
R15749283D,Skoda Rapid,economy,petrol,3.24,2014,68714,2020,679.32,break_bug
Z-7340686v,Renault Sandero,standart,petrol,5.66,2014,63799,2019,2325.36,gear_stick
X13250656u,Kia Rio X,economy,petrol,3.1,2013,39314,2020,2326.99,gear_stick
b-1016644U,VW Tiguan,economy,petrol,4.92,2016,105654,2020,1959.46,engine_check
e-9324711M,Renault Sandero,standart,petrol,5.8,2012,21636,2015,5554.7,engine_ignition
S-1099304I,Renault Sandero,standart,petrol,4.88,2014,56905,2019,4086.1,engine_ignition
A-1956639b,Renault Sandero,standart,petrol,4.94,2011,2967,2018,6554.17,engine_ignition
X-8191999r,Hyundai Solaris,economy,petrol,6.22,2013,50370,2020,4277.17,another_bug
g83089172g,VW Tiguan,economy,petrol,3.48,2016,103957,2022,2282.85,another_bug
m-1402552y,Renault Sandero,standart,petrol,5.1,2014,67311,2019,2195.87,break_bug
G-2990262b,Smart Coupe,economy,petrol,4.76,2016,105804,2018,6290.37,engine_ignition
p97508110p,Kia Sportage,standart,petrol,4.02,2015,87294,2021,3198.64,break_bug
O-9487423J,Kia Rio X-line,economy,petrol,7.1,2015,93798,2018,1203.12,electro_bug
o21208881t,Audi Q3,premium,petrol,4.62,2015,91920,2018,10173.86,engine_fuel
m-1655829f,VW Tiguan,economy,petrol,6.88,2013,49884,2019,1303.88,wheel_shake
s-1795135b,Nissan Qashqai,standart,petrol,5.2,2015,89261,2020,3828.38,engine_ignition
X10754765V,VW Tiguan,economy,petrol,2.16,2017,125986,2021,1385.18,electro_bug
q-1010002z,Smart ForTwo,economy,petrol,6.08,2014,64415,2021,561.72,wheel_shake
C-1546256l,Mercedes-Benz E200,business,petrol,3.44,2014,60285,2020,14248.67,engine_check
x80611394y,Smart Coupe,economy,petrol,2.7,2016,99209,2020,4240.83,engine_check
x-1155940j,Renault Sandero,standart,petrol,5.66,2013,39970,2015,6627.12,engine_ignition
y17958394w,Hyundai Solaris,economy,petrol,3.6,2015,75192,2015,2118.86,another_bug
w75295475d,Kia Rio,economy,petrol,3.62,2011,2985,2021,354.88,engine_fuel
a-4209036O,Renault Sandero,standart,petrol,5.9,2015,83147,2020,808.08,engine_fuel
z-1424722R,Kia Rio X-line,economy,petrol,5.44,2013,39575,2018,4153.05,engine_check
e88950408e,Smart Coupe,economy,petrol,4.28,2014,65534,2015,7610.63,engine_ignition
z-1104831H,Kia Sportage,standart,petrol,5.06,2012,19285,2020,383.63,engine_fuel
E86045670c,Kia Rio X,economy,petrol,3.54,2012,25095,2018,2416.25,break_bug
v88691914J,VW Polo,economy,petrol,4.14,2014,66664,2018,1359.17,engine_fuel
d-6273123g,Audi A4,premium,petrol,5.4,2014,70494,2018,15164.56,another_bug
I-5675626j,Renault Kaptur,standart,petrol,4.2,2015,77857,2020,1210.64,electro_bug
K91014117o,Skoda Rapid,economy,petrol,2.92,2016,107730,2021,11187.83,another_bug
r18501621n,VW Tiguan,economy,petrol,2.36,2013,37137,2019,3020.34,electro_bug
A-2157802N,Nissan Qashqai,standart,petrol,4.48,2015,85244,2021,1503.44,gear_stick
f55908334b,VW Polo,economy,petrol,2.6,2012,19697,2019,3482.99,gear_stick
L13979610h,VW Polo,economy,petrol,4.2,2015,81080,2021,372.72,engine_fuel
x38201050e,Skoda Rapid,economy,petrol,2.88,2017,133468,2017,3580.07,electro_bug
L86038163R,Renault Sandero,standart,petrol,3.44,2011,7591,2019,5023.73,engine_ignition
H-1751594v,VW Polo,economy,petrol,6.82,2012,23850,2019,3853.14,engine_overheat
r-2079936x,Smart Coupe,economy,petrol,5.72,2014,64854,2018,1978.91,electro_bug
K-2275807Z,Kia Rio X-line,economy,petrol,4.64,2015,84079,2019,521.57,wheel_shake
N29840074e,Smart ForTwo,economy,petrol,4.52,2015,79976,2020,776.08,engine_overheat
U-2283333k,Kia Rio X,economy,petrol,4.38,2014,63346,2017,644.67,wheel_shake
f21333384S,Hyundai Solaris,economy,petrol,3.48,2011,6054,2020,964.92,gear_stick
p-1229769J,Renault Sandero,standart,petrol,5.56,2015,75476,2014,1141.24,engine_overheat
r-5540835r,Mercedes-Benz GLC,business,petrol,5.06,2013,39361,2018,8656.35,electro_bug
R-2878244Q,Renault Kaptur,standart,petrol,6.04,2013,51617,2016,1671.83,break_bug
a51887682f,Smart Coupe,economy,petrol,3.98,2013,46432,2014,2603.71,engine_check
Y74292605C,Nissan Qashqai,standart,petrol,3.94,2012,25323,2020,844.41,engine_fuel
K-4627145s,Nissan Qashqai,standart,petrol,5.2,2014,68143,2019,5062.29,break_bug
K-9436185H,Hyundai Solaris,economy,petrol,6.6,2013,42185,2021,928.07,engine_fuel
h90156916h,BMW 320i,business,petrol,3.86,2015,84170,2020,4166.44,gear_stick
a-1946557R,Kia Rio X,economy,petrol,5.66,2011,923,2020,3124.7,another_bug
W-3891859t,Renault Kaptur,standart,petrol,4.1,2015,90704,2016,5641.13,engine_ignition
E-7802767l,Nissan Qashqai,standart,petrol,4.44,2012,19458,2018,2168.68,engine_fuel
M-2277769E,VW Tiguan,economy,petrol,5.72,2016,98911,2019,1025.49,gear_stick
u19642552o,Audi A4,premium,petrol,4.32,2015,77423,2019,15640.34,engine_check
x98858599X,Nissan Qashqai,standart,petrol,4.56,2014,64370,2017,3713.98,another_bug
b53350458l,VW Polo,economy,petrol,4.44,2014,57457,2021,1851.45,engine_fuel
U13465352s,Renault Sandero,standart,petrol,2.02,2012,26461,2015,2906.17,gear_stick
m22143297y,Kia Rio X-line,economy,petrol,4.94,2013,42874,2018,7877.22,engine_ignition
J20243122o,Kia Rio X,economy,petrol,4.44,2011,629,2016,1893.84,electro_bug
l-9821804Q,Smart ForTwo,economy,petrol,5.0,2017,125297,2015,5539.72,gear_stick
s73940471Q,Kia Rio X-line,economy,petrol,5.2,2013,43599,2020,867.69,gear_stick
t-2297441l,Kia Sportage,standart,petrol,6.64,2012,20284,2021,4751.76,engine_check
q12145655O,Skoda Rapid,economy,petrol,4.18,2017,117974,2015,1205.3,engine_overheat
b-2599382m,Renault Kaptur,standart,petrol,4.94,2013,44849,2019,3559.17,engine_ignition
v-1299369C,Kia Rio X,economy,petrol,5.54,2015,78475,2019,4100.66,engine_check
B43377576R,Kia Sportage,standart,petrol,4.48,2011,23,2017,1516.2,engine_fuel
j18433975f,Volkswagen ID.4 ,premium,electro,4.82,2015,84397,2021,9512.59,engine_overheat
r12315595Q,Smart ForFour,economy,petrol,4.7,2017,107700,2016,1755.48,electro_bug
z55650126E,BMW 320i,business,petrol,3.78,2013,45701,2016,2612.21,engine_fuel
f76040339F,VW Tiguan,economy,petrol,4.44,2015,89417,2020,1017.4,another_bug
P-1722143i,Hyundai Solaris,economy,petrol,5.6,2015,86417,2021,2516.08,engine_check
i-1260000J,VW Polo VI,economy,petrol,4.78,2011,1107,2018,1129.4,engine_overheat
j19148530u,Kia Rio X,economy,petrol,2.76,2014,63628,2014,3907.39,engine_ignition
f22138231E,Nissan Qashqai,standart,petrol,2.34,2014,55624,2016,4523.22,engine_check
V83870783w,Kia Rio X-line,economy,petrol,3.64,2011,3479,2019,3246.16,engine_overheat
O-8288025e,Smart ForTwo,economy,petrol,6.36,2017,121140,2015,1104.8,engine_fuel
p-1854885f,Kia Rio,economy,petrol,4.62,2015,84946,2021,1643.21,engine_fuel
J-7902945N,Smart ForTwo,economy,petrol,4.3,2015,81576,2016,2632.95,engine_overheat
G12472145Q,Kia Sportage,standart,petrol,4.74,2013,48833,2018,782.77,engine_fuel
k11261165S,Kia Sportage,standart,petrol,2.68,2014,70876,2016,2123.77,electro_bug
l-1737033R,Renault Kaptur,standart,petrol,3.96,2014,59806,2017,4077.65,engine_check
m17424608q,Smart Coupe,economy,petrol,4.06,2017,129096,2020,1419.19,engine_fuel
W10552458N,Renault Sandero,standart,petrol,2.54,2013,48574,2021,5671.41,another_bug
L-1525462q,Kia Rio X-line,economy,petrol,4.28,2013,43096,2017,2027.98,electro_bug
z17317811F,Skoda Rapid,economy,petrol,4.02,2015,82696,2018,3486.85,break_bug
g17604731B,Kia Rio X-line,economy,petrol,4.92,2013,45440,2014,422.91,wheel_shake
j-9417716z,Kia Sportage,standart,petrol,5.28,2015,75369,2015,852.99,break_bug
F-8081733V,Renault Sandero,standart,petrol,5.7,2014,72452,2018,634.76,break_bug
V34635115U,Smart ForTwo,economy,petrol,3.68,2015,82216,2016,9358.19,engine_ignition
u21716903G,Kia Rio X-line,economy,petrol,3.64,2015,83130,2021,788.63,engine_fuel
B44457813K,Hyundai Solaris,economy,petrol,4.5,2015,82687,2016,1364.12,electro_bug
Z95207161f,Hyundai Solaris,economy,petrol,3.32,2014,62246,2019,1726.97,electro_bug
V-1791691i,Renault Kaptur,standart,petrol,4.26,2015,74296,2015,1588.78,electro_bug
T13929401h,VW Tiguan,economy,petrol,3.54,2017,126387,2019,2688.89,engine_check
c10078355B,Renault Kaptur,standart,petrol,2.96,2014,59126,2016,2448.78,engine_check
k53527360z,Hyundai Solaris,economy,petrol,3.68,2013,48231,2017,1425.79,break_bug
j47860209v,Renault Sandero,standart,petrol,2.6,2015,79250,2019,4392.91,engine_fuel
L-4359316J,Smart ForFour,economy,petrol,4.98,2017,119893,2017,2003.5,engine_fuel
C-1282139K,Nissan Qashqai,standart,petrol,5.4,2015,82001,2019,6436.72,engine_ignition
V18494938a,Kia Rio,economy,petrol,4.68,2014,62127,2019,748.94,gear_stick
i15507571c,Hyundai Solaris,economy,petrol,4.28,2013,38677,2018,1695.47,engine_fuel
m-1183503n,Smart ForFour,economy,petrol,4.34,2015,83508,2019,4099.73,engine_check
i-4948425K,Fiat 500,business,petrol,4.74,2013,41007,2019,4701.79,break_bug
b-8098670o,Smart ForFour,economy,petrol,5.32,2014,56844,2018,872.95,gear_stick
k-2063559v,Kia Rio X,economy,petrol,6.3,2014,68270,2019,2114.12,engine_check
W-9736867F,Kia Rio X-line,economy,petrol,5.02,2014,56163,2017,713.63,gear_stick
F-1617117u,Kia Rio X,economy,petrol,5.86,2012,31246,2018,4210.98,engine_ignition
Z-1215607M,Smart Coupe,economy,petrol,5.06,2017,119707,2021,1047.03,engine_overheat
K17948343e,Kia Rio X,economy,petrol,3.4,2015,80596,2016,839.89,wheel_shake
s22711570h,Renault Sandero,standart,petrol,2.38,2011,2170,2015,4475.54,engine_check
E-9772567U,Hyundai Solaris,economy,petrol,5.28,2012,26827,2020,4739.58,gear_stick
p22438429U,Renault Sandero,standart,petrol,4.38,2011,3030,2016,2129.51,engine_overheat
B-6025126p,Mercedes-Benz E200,business,petrol,5.64,2012,18476,2017,7816.35,engine_check
d-2973997T,VW Polo VI,economy,petrol,4.88,2015,80404,2017,3534.55,another_bug
s17922461E,Mini Cooper,business,petrol,4.08,2012,27486,2019,3518.93,engine_overheat
D-1872183T,Smart Coupe,economy,petrol,4.5,2017,128995,2016,1742.76,another_bug
x15885063C,VW Tiguan,economy,petrol,3.82,2014,54232,2021,4263.69,engine_ignition
G-2033856I,VW Polo VI,economy,petrol,4.78,2013,41745,2019,5361.27,gear_stick
p-2709288d,Hyundai Solaris,economy,petrol,4.28,2014,67153,2021,1289.78,engine_fuel
B22876755u,Smart ForFour,economy,petrol,4.34,2016,94561,2020,1632.7,gear_stick
O19079001s,Smart ForFour,economy,petrol,2.36,2013,37841,2017,1075.48,electro_bug
R-7985955b,Skoda Rapid,economy,petrol,4.84,2014,66185,2017,462.39,engine_fuel
P-1455215x,Nissan Qashqai,standart,petrol,4.3,2011,130,2017,1032.44,break_bug
b-2020563x,Renault Kaptur,standart,petrol,4.68,2013,44779,2017,1272.52,break_bug
k-1116393U,Audi A4,premium,petrol,6.26,2016,100593,2020,8209.56,another_bug
t10480222N,Kia Rio,economy,petrol,3.9,2011,10137,2015,1836.0,engine_check
N-1173416G,Fiat 500,business,petrol,4.24,2013,47013,2019,1871.23,gear_stick
p45485968r,Kia Rio,economy,petrol,4.86,2012,30495,2022,1267.92,gear_stick
w-7960339R,VW Tiguan,economy,petrol,4.24,2013,41452,2017,1215.79,engine_fuel
q19295660b,Kia Rio X-line,economy,petrol,4.38,2015,85598,2019,3396.27,another_bug
e10695158w,Skoda Rapid,economy,petrol,4.14,2017,111218,2021,1535.77,engine_check
d-3096262i,Kia Sportage,standart,petrol,6.84,2014,60110,2015,5222.6,engine_ignition
K65157128T,VW Polo,economy,petrol,3.88,2011,7563,2016,1375.17,gear_stick
f15758729f,Renault Kaptur,standart,petrol,3.26,2015,76080,2017,2484.84,break_bug
t-6744951h,Renault Sandero,standart,petrol,4.24,2014,64462,2018,6503.22,engine_overheat
Z64841412z,VW Tiguan,economy,petrol,4.36,2016,105765,2021,3029.06,engine_check
q14218693U,Hyundai Solaris,economy,petrol,4.18,2013,39146,2015,2014.13,gear_stick
i65206392I,Smart ForTwo,economy,petrol,4.44,2016,100950,2016,1035.2,engine_fuel
Z16324825g,Renault Kaptur,standart,petrol,2.72,2014,68212,2017,3872.25,engine_overheat
e58896117T,Smart ForFour,economy,petrol,4.44,2017,124072,2019,574.68,engine_overheat
K-1677124d,VW Tiguan,economy,petrol,5.08,2017,110327,2021,6964.35,engine_ignition
b35718807I,Smart ForFour,economy,petrol,2.26,2015,88317,2021,3345.04,gear_stick
V97485328d,VW Tiguan,economy,petrol,3.66,2015,86555,2019,335.53,wheel_shake
R-2824741Q,VW Polo VI,economy,petrol,3.74,2013,48955,2015,492.69,wheel_shake
M-2130010I,Renault Sandero,standart,petrol,5.22,2013,43337,2016,9794.88,engine_ignition
N10159439v,Kia Rio X-line,economy,petrol,2.86,2011,6319,2017,3107.26,engine_ignition
F45462936z,Renault Kaptur,standart,petrol,4.3,2013,43308,2014,3431.93,engine_overheat
p-1518592V,Kia Sportage,standart,petrol,4.76,2015,88182,2020,3864.31,engine_ignition
X-2494579Q,Renault Kaptur,standart,petrol,5.4,2015,86954,2019,2984.87,gear_stick
e46251116n,Smart ForFour,economy,petrol,4.16,2017,131145,2020,1702.84,wheel_shake
v-9957846B,Hyundai Solaris,economy,petrol,4.0,2013,44083,2014,3896.62,engine_check
u19644523F,Audi A4,premium,petrol,4.12,2014,59644,2020,22819.14,break_bug
T13028640g,Audi Q3,premium,petrol,3.14,2017,129153,2020,5805.09,engine_overheat
G-1964724b,VW Polo,economy,petrol,5.68,2013,37671,2020,532.91,break_bug
m16859646c,BMW 320i,business,petrol,3.16,2017,130205,2016,10991.28,engine_check
d-1391916M,Kia Rio X-line,economy,petrol,4.2,2015,85209,2016,887.71,gear_stick
i-6370435c,VW Polo,economy,petrol,5.4,2013,43211,2016,2168.45,engine_check
T12624719o,Renault Sandero,standart,petrol,4.18,2013,38993,2018,1906.49,another_bug
B11921379d,Mercedes-Benz E200,business,petrol,3.42,2015,91309,2021,12801.72,engine_check
a67229154g,Smart ForFour,economy,petrol,5.04,2014,67004,2020,716.02,engine_overheat
u14638117A,Renault Kaptur,standart,petrol,4.3,2014,60331,2019,1555.51,engine_fuel
L-6802285d,Smart ForFour,economy,petrol,3.48,2014,58671,2014,998.17,break_bug
s-1372033F,Nissan Qashqai,standart,petrol,4.54,2014,68093,2019,5324.9,another_bug
x53768772i,Nissan Qashqai,standart,petrol,4.4,2013,43051,2022,2168.34,engine_overheat
v22019991n,Kia Rio,economy,petrol,3.24,2015,78360,2021,5618.58,electro_bug
g88678216g,Smart ForFour,economy,petrol,3.78,2014,60275,2016,691.12,gear_stick
b-7314701z,VW Polo,economy,petrol,4.14,2012,28098,2021,3249.49,engine_overheat
N-2930071J,Skoda Rapid,economy,petrol,5.24,2017,118550,2017,1281.01,electro_bug
W-2145474K,Renault Kaptur,standart,petrol,5.56,2012,25972,2016,658.96,engine_overheat
d-2251789J,Skoda Rapid,economy,petrol,5.42,2016,110641,2020,5276.19,engine_ignition
S-1907504N,Smart ForTwo,economy,petrol,4.66,2017,114029,2016,4964.62,electro_bug
e-5805562W,Kia Rio,economy,petrol,3.94,2013,44331,2016,363.43,gear_stick
N44849090k,Tesla Model 3,premium,electro,3.6,2015,86115,2022,44195.25,electro_bug
I13538939n,Skoda Rapid,economy,petrol,3.66,2014,60278,2019,7003.36,engine_check
x-6241530r,Kia Rio,economy,petrol,4.5,2014,57624,2014,2739.74,another_bug
N-1337765t,Volkswagen ID.4 ,premium,electro,5.06,2013,47687,2020,30973.17,engine_overheat
n10482164t,Kia Rio,economy,petrol,1.96,2015,80512,2019,3468.48,another_bug
q78677693j,Smart ForTwo,economy,petrol,3.88,2017,117271,2016,1457.56,break_bug
N32430719L,Fiat 500,business,petrol,3.76,2015,74370,2019,8355.58,engine_overheat
p-8718312x,Renault Kaptur,standart,petrol,6.14,2011,2768,2016,543.21,engine_fuel
T-1931494b,VW Tiguan,economy,petrol,5.8,2017,114464,2020,400.56,electro_bug
y35238235q,Smart ForFour,economy,petrol,4.44,2015,75319,2020,2079.07,wheel_shake
F13192545Q,VW Polo VI,economy,petrol,4.88,2015,79140,2016,2857.16,wheel_shake
W18403556e,Smart ForFour,economy,petrol,4.18,2016,89891,2015,2860.24,break_bug
M82843835N,Skoda Rapid,economy,petrol,4.38,2017,126318,2015,796.62,wheel_shake
s13606781f,Kia Rio X,economy,petrol,4.28,2014,62715,2018,1400.88,engine_fuel
t-2138235v,Renault Sandero,standart,petrol,3.74,2015,85569,2022,1023.98,electro_bug
S16342495w,Kia Sportage,standart,petrol,2.74,2015,80658,2016,687.9,engine_overheat
W-2042458Y,Audi Q3,premium,petrol,5.04,2013,39782,2021,20638.71,another_bug
c11505078D,Kia Rio,economy,petrol,3.94,2011,1638,2018,1990.39,engine_fuel
h-1488746F,Kia Rio X-line,economy,petrol,5.22,2012,19782,2017,2143.64,break_bug
t67883849F,Smart Coupe,economy,petrol,3.26,2013,47977,2019,2561.06,engine_overheat
m14751349G,Kia Rio,economy,petrol,5.04,2014,61944,2018,13398.63,another_bug
L-2236074w,Smart Coupe,economy,petrol,6.22,2015,76063,2016,1649.67,gear_stick
Q22604154e,Kia Rio X-line,economy,petrol,3.98,2014,59406,2022,243.69,wheel_shake
