car_type,fuel_type,car_rating,year_to_start,riders,car_id,model,target_class,year_to_work,target_reg
economy,petrol,4.7,2012,22882,v-1935966T,Hyundai Solaris,engine_overheat,2017,43.947302711630954
economy,petrol,3.88,2017,114896,M95466176u,Smart ForFour,engine_fuel,2018,40.28541604947719
standart,petrol,4.22,2011,1933,x94067365b,Kia Sportage,engine_fuel,2019,31.99341556196023
economy,petrol,5.08,2015,79896,f-1498735Z,Kia Rio X,wheel_shake,2017,30.608772066978315
economy,petrol,5.36,2013,44425,N-1305225x,VW Polo VI,wheel_shake,2017,25.028370186778517
standart,petrol,4.08,2013,43899,y-2171969q,Renault Sandero,electro_bug,2017,35.430735053236184
standart,petrol,3.28,2014,67583,c17052193e,Nissan Qashqai,engine_check,2016,53.623875946863194
economy,petrol,4.06,2016,93594,N10540578u,Smart ForFour,electro_bug,2018,30.115431964817624
economy,petrol,5.58,2015,88015,b-1872358o,Smart ForFour,gear_stick,2015,24.89189049358716
economy,petrol,3.58,2015,73378,o90119190V,Hyundai Solaris,engine_ignition,2019,49.39057030227774
economy,petrol,4.9,2012,17883,u-5484227S,VW Polo VI,wheel_shake,2022,37.66381932614997
economy,petrol,3.64,2014,67471,w-9916167W,Kia Rio X-line,engine_overheat,2018,34.973641862875
economy,petrol,4.68,2014,60086,g-1742741c,VW Tiguan,gear_stick,2020,26.438898823709835
standart,petrol,5.54,2012,29778,n-1575803E,Kia Sportage,engine_check,2015,43.83051453229142
standart,petrol,4.14,2014,62285,N31059484x,Renault Kaptur,another_bug,2020,106.5758422293168
economy,petrol,4.92,2012,22779,u82752427P,Kia Rio X-line,engine_overheat,2017,23.657011356442727
economy,petrol,3.46,2013,45026,o16230080f,VW Polo,wheel_shake,2016,39.515335747384924
economy,petrol,4.56,2011,2082,H-1342764P,Kia Rio X,electro_bug,2015,32.595257581956076
standart,petrol,5.22,2013,39187,X58767632q,Nissan Qashqai,electro_bug,2015,24.065552172817156
standart,petrol,4.3,2015,97217,m-2245548R,Kia Sportage,engine_fuel,2017,41.095147728600374
economy,petrol,3.74,2015,72534,w10201905w,Smart Coupe,electro_bug,2015,32.43787559030904
standart,petrol,5.94,2012,20340,T-2189506b,Kia Sportage,engine_check,2021,42.1440327448692
economy,petrol,3.72,2015,87183,S20355997J,Smart ForFour,engine_ignition,2022,52.2010585359238
business,petrol,4.34,2012,28587,Z-1361289G,Mini Cooper,engine_overheat,2017,34.38410603660408
economy,petrol,3.48,2014,60384,Y22302267X,Kia Rio,another_bug,2020,82.14739177247876
economy,petrol,4.9,2016,107225,l-1026528H,Smart Coupe,break_bug,2015,29.779164106164508
economy,petrol,4.4,2011,1069,H-2757468E,VW Polo VI,engine_ignition,2022,55.371810122158664
economy,petrol,4.56,2015,90457,N-2240902Z,Smart ForFour,engine_fuel,2015,34.75673305831055
economy,petrol,2.38,2014,64678,x13730258P,VW Tiguan,engine_overheat,2021,37.235463228131934
economy,petrol,3.26,2015,76343,q30806358i,VW Polo VI,engine_check,2015,53.6585428467963
standart,petrol,2.98,2012,26096,h12427301o,Nissan Qashqai,gear_stick,2020,37.826681267669194
business,petrol,5.02,2013,46720,W-1775855Q,Fiat 500,engine_check,2020,64.06209152320372
economy,petrol,4.7,2014,67461,I-2834874F,Smart ForFour,break_bug,2019,24.350790820377718
economy,petrol,4.16,2017,120482,j92079780S,Smart ForTwo,wheel_shake,2015,23.19181957839983
economy,petrol,3.22,2015,85749,N89944460U,Kia Rio X,engine_ignition,2018,53.07395240266998
economy,petrol,3.1,2013,43452,f63189062N,Smart Coupe,gear_stick,2016,35.44498306418434
standart,petrol,3.18,2012,23184,j-1712772o,Nissan Qashqai,engine_check,2020,48.31344301247892
economy,petrol,3.76,2015,79829,c19881313A,Kia Rio,break_bug,2016,29.429485777320295
economy,petrol,6.48,2013,41855,Q-6918324o,Kia Rio X-line,wheel_shake,2021,27.306082996346767
economy,petrol,5.72,2015,87042,x-1205366S,Skoda Rapid,engine_fuel,2018,27.748399780650157
economy,petrol,4.32,2017,124143,H-1902314v,Skoda Rapid,break_bug,2017,28.808224745476544
economy,petrol,2.38,2015,93060,f10226409O,Kia Rio X-line,break_bug,2017,24.37192988590611
economy,petrol,5.54,2011,4086,Q-4235244W,Kia Rio,break_bug,2018,34.50491214143592
economy,petrol,3.5,2015,88965,P-1715787u,VW Polo,electro_bug,2022,31.59455752242923
standart,petrol,5.16,2014,67113,x-1532496K,Nissan Qashqai,electro_bug,2016,31.44973795752735
economy,petrol,5.84,2016,95700,s-1076835x,VW Tiguan,break_bug,2019,28.29115784910134
business,petrol,3.96,2015,81727,D-1543108f,Fiat 500,electro_bug,2016,39.22959642052144
economy,petrol,5.14,2016,107477,T-7607561S,Smart Coupe,engine_check,2017,44.866923236483196
economy,petrol,5.32,2013,37237,K-1703648s,Kia Rio,another_bug,2020,89.66189928786028
economy,petrol,2.9,2015,83677,m76785981z,VW Polo,engine_ignition,2016,65.54001851803216
business,petrol,2.54,2012,18383,t97882515C,Mini Cooper,engine_check,2022,60.217904368156944
economy,petrol,5.12,2016,99688,u-3215458S,Smart ForTwo,engine_fuel,2017,39.81972868175236
economy,petrol,5.96,2017,112411,H-1919071i,Skoda Rapid,another_bug,2016,68.26478008521096
economy,petrol,4.88,2013,45460,B-1223366j,Smart Coupe,another_bug,2022,102.5049398439022
economy,petrol,2.8,2013,41827,e78136849E,VW Tiguan,another_bug,2022,79.52229773326107
standart,petrol,4.98,2013,37673,r-3130013n,Kia Sportage,electro_bug,2015,29.917310665019194
economy,petrol,4.5,2014,54534,p-1139197T,Skoda Rapid,gear_stick,2014,35.30943103854973
economy,petrol,4.32,2013,41669,S-3888121i,Kia Rio X,break_bug,2017,33.395054430026725
standart,petrol,3.96,2014,61815,v13412057i,Kia Sportage,electro_bug,2019,32.62771960990879
business,petrol,3.64,2011,1592,R95310344Y,Mercedes-Benz GLC,engine_ignition,2021,68.69605172681119
economy,petrol,3.3,2017,130061,e22646530u,Smart ForFour,another_bug,2018,92.28079305741504
economy,petrol,4.62,2012,19661,w15600381D,Kia Rio X,another_bug,2015,93.82090240693773
standart,petrol,3.62,2012,21616,i98744677i,Renault Sandero,engine_ignition,2017,47.62718574373797
economy,petrol,3.26,2015,88552,a35746775Z,Kia Rio,engine_check,2019,44.12823044752364
economy,petrol,3.22,2017,108130,I30300326i,Smart Coupe,engine_check,2018,44.89905457919604
economy,petrol,2.98,2013,37496,o49311084b,Skoda Rapid,electro_bug,2015,31.006888294019795
standart,petrol,4.8,2014,65444,L-3013668o,Nissan Qashqai,electro_bug,2020,37.79820791793372
economy,petrol,3.94,2013,53235,D22902572P,Kia Rio X,engine_check,2017,41.50747616824832
economy,petrol,4.74,2014,54311,h-1083202b,Kia Rio X-line,another_bug,2020,71.19272106050576
economy,petrol,4.58,2011,625,m-1912665m,Kia Rio X-line,engine_fuel,2018,42.8038946824466
economy,petrol,2.52,2017,120140,x99598782E,VW Tiguan,electro_bug,2022,32.93977040444305
premium,petrol,4.86,2015,78971,Q-8465743r,Audi A3,engine_overheat,2018,54.058657248801936
economy,petrol,3.5,2016,96242,K13600113i,Smart ForFour,gear_stick,2018,31.62873277112761
economy,petrol,3.94,2016,97453,x55379265k,Smart ForTwo,break_bug,2020,20.939992650161646
economy,petrol,4.34,2015,87982,t54756416j,Kia Rio X-line,another_bug,2021,69.4195320743987
economy,petrol,4.8,2013,50912,T20363976m,Smart ForFour,engine_check,2019,51.7917401106113
economy,petrol,5.34,2015,78404,F-1518753o,Smart Coupe,engine_ignition,2022,66.42766046511039
economy,petrol,4.18,2015,81978,e-2020384H,Smart ForFour,engine_fuel,2020,32.331912573369934
business,petrol,4.16,2015,87466,p81056764h,Fiat 500,gear_stick,2018,29.42652019392989
economy,petrol,4.66,2017,136056,I15203455u,Smart ForTwo,gear_stick,2021,26.502730393737878
standart,petrol,3.88,2015,84417,U18148584e,Nissan Qashqai,engine_overheat,2017,38.76552844154902
economy,petrol,4.02,2015,71710,i-1445700R,Hyundai Solaris,another_bug,2020,75.8708092743572
premium,electro,5.06,2017,106498,n-4605215n,Volkswagen ID.4 ,electro_bug,2018,43.231429017722355
standart,petrol,3.96,2013,36085,q-4584627S,Nissan Qashqai,another_bug,2020,101.31443621765203
economy,petrol,3.92,2013,45753,O78712164p,Smart ForFour,gear_stick,2016,35.73536415227512
economy,petrol,4.98,2013,38968,j-1598707G,Smart Coupe,engine_check,2020,45.851078797153704
economy,petrol,4.96,2016,91828,n-2162898E,Smart ForTwo,break_bug,2020,36.42378682820693
economy,petrol,5.7,2015,98522,v-2280326L,VW Polo,another_bug,2016,54.26513365589079
economy,petrol,4.54,2015,91432,B54175025n,Skoda Rapid,gear_stick,2022,41.226411255417936
economy,petrol,6.06,2015,76421,a-1388740X,Hyundai Solaris,gear_stick,2015,27.273681874673255
economy,petrol,3.98,2017,108418,Q72167569Z,VW Tiguan,wheel_shake,2020,41.20162659369708
economy,petrol,3.06,2015,89872,e10663028u,Kia Rio X-line,another_bug,2017,70.80047593172708
economy,petrol,6.0,2013,41053,G-8756627H,Kia Rio,engine_fuel,2017,29.263740165004208
economy,petrol,4.6,2017,114657,d-1282472g,Skoda Rapid,another_bug,2019,88.34902227981648
economy,petrol,5.24,2017,120564,h-2287342p,VW Tiguan,break_bug,2020,41.396796425336774
economy,petrol,4.24,2017,107004,s-7266626x,Smart ForTwo,engine_fuel,2021,35.401090601270404
economy,petrol,4.54,2013,43143,z-2843006O,Smart ForFour,wheel_shake,2016,29.050019348115
standart,petrol,4.28,2014,61486,m21557315K,Renault Sandero,electro_bug,2016,23.722089382532705
standart,petrol,4.4,2015,81210,I14406288e,Renault Kaptur,engine_fuel,2015,28.563397541385466
economy,petrol,3.74,2013,46732,j18870600U,Smart ForFour,engine_ignition,2018,57.301825495767815
standart,petrol,6.22,2015,88158,r-9097768K,Renault Sandero,another_bug,2017,63.34610854163479
economy,petrol,3.66,2014,57897,Y-3787995U,VW Tiguan,break_bug,2019,20.481648538302682
economy,petrol,4.58,2013,38998,H-7836096t,Kia Rio X-line,gear_stick,2021,43.73448779700867
standart,petrol,4.68,2012,29046,k19151173f,Nissan Qashqai,engine_fuel,2021,34.45842257904802
economy,petrol,5.28,2015,74076,o-2324110V,VW Polo VI,engine_overheat,2016,61.91416726860625
economy,petrol,4.32,2013,37910,g-1280182Z,VW Polo VI,engine_overheat,2017,47.57809507154913
standart,petrol,4.7,2012,23101,d-6211776r,Nissan Qashqai,gear_stick,2018,29.61316613202083
business,petrol,4.44,2015,73179,u-1590555V,Mini Cooper,engine_overheat,2015,53.259451047593615
economy,petrol,3.76,2015,71170,F18164143O,Smart Coupe,electro_bug,2017,28.37313356888294
economy,petrol,5.68,2015,75043,c-1204255L,Kia Rio X-line,electro_bug,2015,28.302822118593063
economy,petrol,4.24,2013,42426,f-8810014g,VW Polo VI,break_bug,2018,29.46926448688717
economy,petrol,4.8,2017,129853,a-2243028s,VW Tiguan,engine_overheat,2018,72.56899139124248
economy,petrol,5.46,2013,43459,S-1740592Q,VW Tiguan,engine_fuel,2020,52.17276217610899
business,electro,5.06,2015,81678,b-2298403w,MINI CooperSE,break_bug,2015,38.90736648497966
economy,petrol,3.94,2014,65917,S11009197l,VW Polo VI,break_bug,2019,23.910319708236912
economy,petrol,3.4,2017,128361,B17440481q,Smart ForTwo,engine_fuel,2017,38.409581556784794
economy,petrol,6.02,2015,82215,p-1820938A,VW Polo VI,engine_ignition,2016,56.74679161841942
economy,petrol,5.44,2017,130700,d-4762711Z,Smart ForFour,engine_ignition,2020,52.639030398325545
economy,petrol,4.66,2011,802,g-2087791I,VW Polo VI,engine_fuel,2019,31.55887704160247
economy,petrol,2.66,2015,81596,V12754137r,Kia Rio,engine_ignition,2017,50.04376948927472
economy,petrol,6.1,2015,81149,d-1979148g,VW Tiguan,break_bug,2021,37.137834388004876
economy,petrol,6.16,2015,86996,T-1769393Z,Hyundai Solaris,electro_bug,2015,53.31585607039022
economy,petrol,4.54,2015,82807,I-1117298r,VW Tiguan,another_bug,2019,111.27585215178195
economy,petrol,4.2,2014,66717,P90790412Q,Kia Rio,break_bug,2019,38.57749380792814
standart,petrol,4.62,2014,66362,c-7401486X,Renault Sandero,gear_stick,2017,45.349325551992166
standart,petrol,2.96,2015,75950,J22534308x,Nissan Qashqai,engine_check,2020,70.47905335586888
economy,petrol,5.32,2011,3093,u-1504120V,VW Polo,break_bug,2020,32.35380936761073
standart,petrol,4.68,2011,5150,A21009715v,Renault Kaptur,engine_fuel,2021,43.05776986494066
economy,petrol,3.96,2015,79205,P94512494l,Kia Rio X-line,gear_stick,2018,30.694006766909418
economy,petrol,3.4,2015,80100,J58385372M,Smart ForFour,engine_check,2019,46.28593394744049
economy,petrol,2.4,2015,86653,k74625649K,Hyundai Solaris,engine_ignition,2016,54.72823325560849
standart,petrol,4.28,2012,21143,y16050355z,Renault Kaptur,break_bug,2019,26.627494111987637
standart,petrol,3.5,2015,83702,z11059333N,Renault Sandero,engine_ignition,2018,51.019752852737824
economy,petrol,4.86,2012,25560,d-2225751Z,Kia Rio,another_bug,2018,78.74652475121812
economy,petrol,5.1,2013,44777,o-2922285t,VW Polo VI,engine_ignition,2017,57.60173881690292
economy,petrol,4.36,2015,84108,r13675823Y,VW Polo VI,engine_fuel,2018,34.15065463085514
economy,petrol,4.88,2011,1075,O23192334Z,Kia Rio X,gear_stick,2018,31.444356342970636
standart,petrol,3.96,2014,56745,Q21021305o,Renault Kaptur,engine_check,2014,61.37726634915492
economy,petrol,3.62,2014,65538,h72663703o,Skoda Rapid,another_bug,2022,57.17529923092372
economy,petrol,4.38,2015,79934,u39852752H,VW Polo VI,engine_check,2014,53.256886102745156
economy,petrol,3.86,2017,119113,y75359172F,VW Tiguan,another_bug,2017,75.62112173748349
standart,petrol,4.94,2015,87155,h-6813015B,Nissan Qashqai,engine_overheat,2018,34.927078135900274
economy,petrol,4.1,2017,126077,C63413357V,Skoda Rapid,engine_overheat,2022,43.545896837680786
economy,petrol,4.06,2015,82403,H-2218041i,Kia Rio,engine_check,2018,45.46142360979826
standart,petrol,4.96,2013,38682,S12392431C,Renault Sandero,another_bug,2021,60.15045947700294
standart,petrol,2.14,2012,22112,c10273234z,Nissan Qashqai,another_bug,2021,62.27004507838249
standart,petrol,7.06,2014,61884,L-1496694j,Nissan Qashqai,engine_check,2020,52.72720278551465
economy,petrol,5.02,2012,25537,J-1675931Y,Hyundai Solaris,break_bug,2020,22.552395971653894
economy,petrol,3.54,2017,111275,r15326588O,Smart ForFour,electro_bug,2017,34.690010543156674
standart,petrol,3.26,2014,65946,O22786315O,Renault Kaptur,engine_check,2014,44.102193389865036
economy,petrol,4.74,2012,19287,V-1623563U,VW Polo VI,another_bug,2020,75.78226372552676
standart,petrol,4.82,2014,56213,M14034762V,Nissan Qashqai,gear_stick,2020,25.33667774939081
standart,petrol,5.76,2013,37435,d-8796835F,Nissan Qashqai,another_bug,2020,66.17173638500036
standart,petrol,5.32,2013,39745,L-1687146I,Nissan Qashqai,break_bug,2018,40.74643356706678
economy,petrol,4.9,2014,66736,D-2134856N,Skoda Rapid,gear_stick,2019,29.057981345716495
standart,petrol,4.2,2013,38758,a16452738i,Nissan Qashqai,electro_bug,2018,27.69432029718521
economy,petrol,5.26,2014,61910,O-3249507n,Skoda Rapid,engine_fuel,2018,38.3791817259892
business,petrol,4.28,2015,79431,P-8581853M,Mercedes-Benz E200,electro_bug,2016,39.08025617749701
standart,petrol,3.76,2014,57020,p10765484c,Renault Kaptur,break_bug,2018,32.89237814224924
economy,petrol,6.96,2012,27881,a-5976169f,VW Polo,engine_check,2018,50.409580235380375
economy,petrol,5.0,2015,92118,e-1589877h,Smart ForTwo,break_bug,2017,37.18238168937847
standart,petrol,4.08,2015,71078,w-2228220D,Renault Kaptur,engine_check,2019,48.46801264282067
standart,petrol,4.66,2015,73488,v73920097R,Nissan Qashqai,gear_stick,2016,36.986625799113135
economy,petrol,4.8,2015,98826,H-4871785P,Hyundai Solaris,wheel_shake,2017,27.315273668133774
economy,petrol,5.04,2015,89433,H83423387a,Kia Rio X-line,gear_stick,2015,32.87266481013783
standart,petrol,4.18,2014,63534,g18985198o,Nissan Qashqai,break_bug,2019,33.112181833286144
economy,petrol,4.34,2013,40509,f-1368188Z,Smart ForFour,engine_ignition,2016,48.26861793835871
economy,petrol,2.22,2017,124385,B10305712m,VW Tiguan,engine_fuel,2021,37.513599810389316
economy,petrol,3.38,2014,58278,w17382345v,VW Polo,engine_ignition,2015,48.462551261009644
economy,petrol,5.34,2013,40654,k-2273981K,Hyundai Solaris,engine_check,2020,52.822116008838556
economy,petrol,3.98,2011,83,h86663077a,Kia Rio X-line,break_bug,2017,35.09190913003775
standart,petrol,2.86,2014,64524,n81763737L,Nissan Qashqai,engine_overheat,2021,48.9689575464804
economy,petrol,4.26,2015,86897,c-1171224N,Kia Rio X,engine_ignition,2015,60.563659777399586
economy,petrol,3.58,2015,99295,K-2042834N,VW Polo VI,electro_bug,2014,36.79215280000623
economy,petrol,4.4,2016,94152,A-7704231e,Smart ForTwo,another_bug,2016,88.45932320530366
standart,petrol,4.66,2015,74265,d-1261412O,Renault Kaptur,gear_stick,2018,30.353053666967188
economy,petrol,4.6,2014,58416,N-3542587r,Kia Rio,engine_ignition,2016,61.262865522717945
standart,petrol,4.7,2014,67441,T-2809069O,Renault Sandero,break_bug,2019,28.395784184336925
economy,petrol,5.98,2013,44604,e-2200514f,Kia Rio,engine_ignition,2019,48.96874813852787
standart,petrol,4.42,2015,83302,q-1127410X,Kia Sportage,engine_check,2021,56.264781484316416
standart,petrol,5.02,2015,79579,J-1137633W,Renault Kaptur,engine_fuel,2019,33.58981579480008
economy,petrol,4.5,2013,36442,m-1248909g,Smart Coupe,gear_stick,2016,36.310817245794176
standart,petrol,5.14,2013,52335,T17971896t,Kia Sportage,gear_stick,2018,32.36812191509148
business,petrol,4.2,2013,36149,z10430541i,Mini Cooper,engine_fuel,2021,50.54290489706634
standart,petrol,4.7,2015,79227,Z-1350437Z,Renault Sandero,break_bug,2019,38.54036362499226
economy,petrol,4.44,2016,91388,o-9505235X,VW Tiguan,engine_check,2017,54.338640220473216
economy,petrol,4.48,2015,77632,G-7472388v,Skoda Rapid,wheel_shake,2020,38.688306535043665
economy,petrol,4.38,2015,89479,K18306053r,Kia Rio X-line,engine_fuel,2019,25.226081085407937
economy,petrol,4.22,2013,36283,t-1389922J,Smart Coupe,engine_overheat,2014,45.496311046666136
standart,petrol,4.24,2014,62465,Z56694596c,Nissan Qashqai,engine_check,2020,51.03146481608264
standart,petrol,4.28,2011,4,w13418612e,Kia Sportage,engine_fuel,2014,40.69900341372695
economy,petrol,4.58,2013,43197,u-2290162o,Kia Rio X,engine_fuel,2017,28.752931993832885
standart,petrol,5.12,2012,24702,E-5303502D,Nissan Qashqai,break_bug,2020,22.11456737246782
standart,petrol,3.4,2012,23972,R50675613t,Nissan Qashqai,electro_bug,2018,33.58481302536316
premium,electro,4.32,2014,63971,H-1289656m,Volkswagen ID.4 ,break_bug,2017,46.62532047981979
economy,petrol,3.98,2014,56200,d11818528X,Smart ForFour,gear_stick,2020,39.2178132616074
business,petrol,5.7,2014,63507,v-4393931r,Mini Cooper,break_bug,2020,37.331619561148585
economy,petrol,3.1,2015,88736,a15124892o,Hyundai Solaris,engine_overheat,2021,40.000729647681545
economy,petrol,2.52,2015,78639,l36861534V,Smart ForTwo,engine_check,2015,38.9681433035598
economy,petrol,3.96,2017,123516,P21146775A,Smart ForTwo,engine_fuel,2021,34.812984946058265
economy,petrol,4.54,2017,120859,B-8559176x,Smart ForTwo,engine_check,2021,49.19834055637202
standart,petrol,4.0,2014,54928,O-1576355d,Renault Kaptur,break_bug,2018,36.17512875108965
economy,petrol,5.24,2013,42922,s-1233979x,Skoda Rapid,engine_ignition,2018,58.24197624854946
premium,petrol,3.1,2017,123042,N50018445X,Audi A4,gear_stick,2019,35.089667583617924
standart,petrol,5.02,2011,18,E-4220998I,Nissan Qashqai,engine_ignition,2017,49.70364813603456
standart,petrol,5.42,2013,46099,U-6362584Q,Renault Sandero,electro_bug,2015,32.451045197757004
standart,petrol,3.6,2014,61577,D28621238x,Nissan Qashqai,engine_check,2020,46.815359230389895
economy,petrol,5.78,2014,65086,B-8479157Q,Kia Rio X-line,engine_ignition,2016,55.57639930115463
standart,petrol,4.48,2012,20078,r35592741h,Renault Kaptur,electro_bug,2018,33.663586671614304
economy,petrol,4.38,2013,49202,S-2179649Y,VW Polo VI,engine_overheat,2018,36.84772676733317
economy,petrol,4.0,2013,43689,H-1135423y,VW Polo VI,engine_check,2021,60.90900284684812
economy,petrol,4.24,2012,29995,h16559760t,VW Polo VI,engine_overheat,2018,28.072740055900294
standart,petrol,5.16,2012,29338,o-1530462a,Renault Sandero,gear_stick,2019,34.17819116146086
economy,petrol,2.32,2015,73471,Q70371595z,Hyundai Solaris,gear_stick,2021,29.55086216045871
