car_type,fuel_type,car_rating,year_to_start,riders,car_id,model,target_reg,target_class,year_to_work
economy,petrol,3.76,2015,79829,c19881313A,Kia Rio,0,break_bug,2016
economy,petrol,6.48,2013,41855,Q-6918324o,Kia Rio X-line,0,wheel_shake,2021
economy,petrol,5.72,2015,87042,x-1205366S,Skoda Rapid,2,engine_fuel,2018
economy,petrol,4.32,2017,124143,H-1902314v,Skoda Rapid,0,break_bug,2017
economy,petrol,2.38,2015,93060,f10226409O,Kia Rio X-line,0,break_bug,2017
economy,petrol,5.54,2011,4086,Q-4235244W,Kia Rio,0,break_bug,2018
economy,petrol,3.5,2015,88965,P-1715787u,VW Polo,0,electro_bug,2022
standart,petrol,5.16,2014,67113,x-1532496K,Nissan Qashqai,1,electro_bug,2016
economy,petrol,5.84,2016,95700,s-1076835x,VW Tiguan,0,break_bug,2019
business,petrol,3.96,2015,81727,D-1543108f,Fiat 500,0,electro_bug,2016
economy,petrol,5.14,2016,107477,T-7607561S,Smart Coupe,0,engine_check,2017
economy,petrol,5.32,2013,37237,K-1703648s,Kia Rio,0,another_bug,2020
economy,petrol,2.9,2015,83677,m76785981z,VW Polo,0,engine_ignition,2016
business,petrol,2.54,2012,18383,t97882515C,Mini Cooper,0,engine_check,2022
economy,petrol,5.12,2016,99688,u-3215458S,Smart ForTwo,0,engine_fuel,2017
economy,petrol,5.96,2017,112411,H-1919071i,Skoda Rapid,0,another_bug,2016
economy,petrol,4.88,2013,45460,B-1223366j,Smart Coupe,1,another_bug,2022
economy,petrol,2.8,2013,41827,e78136849E,VW Tiguan,0,another_bug,2022
standart,petrol,4.98,2013,37673,r-3130013n,Kia Sportage,0,electro_bug,2015
economy,petrol,4.5,2014,54534,p-1139197T,Skoda Rapid,0,gear_stick,2014
economy,petrol,4.32,2013,41669,S-3888121i,Kia Rio X,0,break_bug,2017
standart,petrol,3.96,2014,61815,v13412057i,Kia Sportage,0,electro_bug,2019
business,petrol,3.64,2011,1592,R95310344Y,Mercedes-Benz GLC,0,engine_ignition,2021
economy,petrol,3.3,2017,130061,e22646530u,Smart ForFour,0,another_bug,2018
economy,petrol,4.62,2012,19661,w15600381D,Kia Rio X,1,another_bug,2015
standart,petrol,3.62,2012,21616,i98744677i,Renault Sandero,0,engine_ignition,2017
economy,petrol,3.26,2015,88552,a35746775Z,Kia Rio,0,engine_check,2019
economy,petrol,3.22,2017,108130,I30300326i,Smart Coupe,0,engine_check,2018
economy,petrol,2.98,2013,37496,o49311084b,Skoda Rapid,0,electro_bug,2015
standart,petrol,4.8,2014,65444,L-3013668o,Nissan Qashqai,0,electro_bug,2020
economy,petrol,3.94,2013,53235,D22902572P,Kia Rio X,0,engine_check,2017
economy,petrol,4.74,2014,54311,h-1083202b,Kia Rio X-line,0,another_bug,2020
economy,petrol,4.58,2011,625,m-1912665m,Kia Rio X-line,0,engine_fuel,2018
economy,petrol,2.52,2017,120140,x99598782E,VW Tiguan,1,electro_bug,2022
premium,petrol,4.86,2015,78971,Q-8465743r,Audi A3,0,engine_overheat,2018
economy,petrol,3.5,2016,96242,K13600113i,Smart ForFour,0,gear_stick,2018
economy,petrol,3.94,2016,97453,x55379265k,Smart ForTwo,0,break_bug,2020
economy,petrol,4.34,2015,87982,t54756416j,Kia Rio X-line,0,another_bug,2021
economy,petrol,4.8,2013,50912,T20363976m,Smart ForFour,1,engine_check,2019
economy,petrol,5.34,2015,78404,F-1518753o,Smart Coupe,0,engine_ignition,2022
economy,petrol,4.18,2015,81978,e-2020384H,Smart ForFour,0,engine_fuel,2020
business,petrol,4.16,2015,87466,p81056764h,Fiat 500,0,gear_stick,2018
economy,petrol,4.66,2017,136056,I15203455u,Smart ForTwo,0,gear_stick,2021
standart,petrol,3.88,2015,84417,U18148584e,Nissan Qashqai,0,engine_overheat,2017
economy,petrol,4.02,2015,71710,i-1445700R,Hyundai Solaris,2,another_bug,2020
premium,electro,5.06,2017,106498,n-4605215n,Volkswagen ID.4 ,2,electro_bug,2018
standart,petrol,3.96,2013,36085,q-4584627S,Nissan Qashqai,0,another_bug,2020
economy,petrol,3.92,2013,45753,O78712164p,Smart ForFour,0,gear_stick,2016
economy,petrol,4.98,2013,38968,j-1598707G,Smart Coupe,0,engine_check,2020
economy,petrol,4.96,2016,91828,n-2162898E,Smart ForTwo,0,break_bug,2020
economy,petrol,5.7,2015,98522,v-2280326L,VW Polo,0,another_bug,2016
economy,petrol,4.54,2015,91432,B54175025n,Skoda Rapid,0,gear_stick,2022
economy,petrol,6.06,2015,76421,a-1388740X,Hyundai Solaris,0,gear_stick,2015
economy,petrol,3.98,2017,108418,Q72167569Z,VW Tiguan,0,wheel_shake,2020
economy,petrol,3.06,2015,89872,e10663028u,Kia Rio X-line,0,another_bug,2017
economy,petrol,6.0,2013,41053,G-8756627H,Kia Rio,0,engine_fuel,2017
economy,petrol,4.6,2017,114657,d-1282472g,Skoda Rapid,0,another_bug,2019
economy,petrol,5.24,2017,120564,h-2287342p,VW Tiguan,0,break_bug,2020
economy,petrol,4.24,2017,107004,s-7266626x,Smart ForTwo,0,engine_fuel,2021
economy,petrol,4.54,2013,43143,z-2843006O,Smart ForFour,0,wheel_shake,2016
standart,petrol,4.28,2014,61486,m21557315K,Renault Sandero,1,electro_bug,2016
standart,petrol,4.4,2015,81210,I14406288e,Renault Kaptur,1,engine_fuel,2015
economy,petrol,3.74,2013,46732,j18870600U,Smart ForFour,1,engine_ignition,2018
standart,petrol,6.22,2015,88158,r-9097768K,Renault Sandero,0,another_bug,2017
economy,petrol,3.66,2014,57897,Y-3787995U,VW Tiguan,0,break_bug,2019
economy,petrol,4.58,2013,38998,H-7836096t,Kia Rio X-line,0,gear_stick,2021
standart,petrol,4.68,2012,29046,k19151173f,Nissan Qashqai,1,engine_fuel,2021
economy,petrol,5.28,2015,74076,o-2324110V,VW Polo VI,0,engine_overheat,2016
economy,petrol,4.32,2013,37910,g-1280182Z,VW Polo VI,0,engine_overheat,2017
standart,petrol,4.7,2012,23101,d-6211776r,Nissan Qashqai,0,gear_stick,2018
business,petrol,4.44,2015,73179,u-1590555V,Mini Cooper,0,engine_overheat,2015
economy,petrol,3.76,2015,71170,F18164143O,Smart Coupe,0,electro_bug,2017
economy,petrol,5.68,2015,75043,c-1204255L,Kia Rio X-line,0,electro_bug,2015
economy,petrol,4.24,2013,42426,f-8810014g,VW Polo VI,0,break_bug,2018
economy,petrol,4.8,2017,129853,a-2243028s,VW Tiguan,0,engine_overheat,2018
economy,petrol,5.46,2013,43459,S-1740592Q,VW Tiguan,0,engine_fuel,2020
business,electro,5.06,2015,81678,b-2298403w,MINI CooperSE,0,break_bug,2015
economy,petrol,3.94,2014,65917,S11009197l,VW Polo VI,0,break_bug,2019
economy,petrol,3.4,2017,128361,B17440481q,Smart ForTwo,1,engine_fuel,2017
economy,petrol,6.02,2015,82215,p-1820938A,VW Polo VI,0,engine_ignition,2016
economy,petrol,5.44,2017,130700,d-4762711Z,Smart ForFour,0,engine_ignition,2020
economy,petrol,4.66,2011,802,g-2087791I,VW Polo VI,0,engine_fuel,2019
economy,petrol,2.66,2015,81596,V12754137r,Kia Rio,2,engine_ignition,2017
economy,petrol,6.1,2015,81149,d-1979148g,VW Tiguan,2,break_bug,2021
economy,petrol,6.16,2015,86996,T-1769393Z,Hyundai Solaris,0,electro_bug,2015
economy,petrol,4.54,2015,82807,I-1117298r,VW Tiguan,1,another_bug,2019
economy,petrol,4.2,2014,66717,P90790412Q,Kia Rio,0,break_bug,2019
standart,petrol,4.62,2014,66362,c-7401486X,Renault Sandero,0,gear_stick,2017
standart,petrol,2.96,2015,75950,J22534308x,Nissan Qashqai,1,engine_check,2020
economy,petrol,5.32,2011,3093,u-1504120V,VW Polo,0,break_bug,2020
standart,petrol,4.68,2011,5150,A21009715v,Renault Kaptur,0,engine_fuel,2021
economy,petrol,3.96,2015,79205,P94512494l,Kia Rio X-line,0,gear_stick,2018
economy,petrol,3.4,2015,80100,J58385372M,Smart ForFour,0,engine_check,2019
economy,petrol,2.4,2015,86653,k74625649K,Hyundai Solaris,1,engine_ignition,2016
standart,petrol,4.28,2012,21143,y16050355z,Renault Kaptur,3,break_bug,2019
standart,petrol,3.5,2015,83702,z11059333N,Renault Sandero,0,engine_ignition,2018
economy,petrol,4.86,2012,25560,d-2225751Z,Kia Rio,1,another_bug,2018
economy,petrol,5.1,2013,44777,o-2922285t,VW Polo VI,1,engine_ignition,2017
economy,petrol,4.36,2015,84108,r13675823Y,VW Polo VI,1,engine_fuel,2018
economy,petrol,4.88,2011,1075,O23192334Z,Kia Rio X,0,gear_stick,2018
standart,petrol,3.96,2014,56745,Q21021305o,Renault Kaptur,0,engine_check,2014
economy,petrol,3.62,2014,65538,h72663703o,Skoda Rapid,0,another_bug,2022
economy,petrol,4.38,2015,79934,u39852752H,VW Polo VI,0,engine_check,2014
economy,petrol,3.86,2017,119113,y75359172F,VW Tiguan,0,another_bug,2017
standart,petrol,4.94,2015,87155,h-6813015B,Nissan Qashqai,1,engine_overheat,2018
economy,petrol,4.1,2017,126077,C63413357V,Skoda Rapid,0,engine_overheat,2022
economy,petrol,4.06,2015,82403,H-2218041i,Kia Rio,1,engine_check,2018
standart,petrol,4.96,2013,38682,S12392431C,Renault Sandero,0,another_bug,2021
standart,petrol,2.14,2012,22112,c10273234z,Nissan Qashqai,0,another_bug,2021
standart,petrol,7.06,2014,61884,L-1496694j,Nissan Qashqai,1,engine_check,2020
economy,petrol,5.02,2012,25537,J-1675931Y,Hyundai Solaris,3,break_bug,2020
economy,petrol,3.54,2017,111275,r15326588O,Smart ForFour,0,electro_bug,2017
standart,petrol,3.26,2014,65946,O22786315O,Renault Kaptur,0,engine_check,2014
economy,petrol,4.74,2012,19287,V-1623563U,VW Polo VI,2,another_bug,2020
standart,petrol,4.82,2014,56213,M14034762V,Nissan Qashqai,2,gear_stick,2020
standart,petrol,5.76,2013,37435,d-8796835F,Nissan Qashqai,0,another_bug,2020
standart,petrol,5.32,2013,39745,L-1687146I,Nissan Qashqai,1,break_bug,2018
economy,petrol,4.9,2014,66736,D-2134856N,Skoda Rapid,2,gear_stick,2019
standart,petrol,4.2,2013,38758,a16452738i,Nissan Qashqai,3,electro_bug,2018
economy,petrol,5.26,2014,61910,O-3249507n,Skoda Rapid,0,engine_fuel,2018
business,petrol,4.28,2015,79431,P-8581853M,Mercedes-Benz E200,0,electro_bug,2016
standart,petrol,3.76,2014,57020,p10765484c,Renault Kaptur,0,break_bug,2018
economy,petrol,6.96,2012,27881,a-5976169f,VW Polo,0,engine_check,2018
economy,petrol,5.0,2015,92118,e-1589877h,Smart ForTwo,0,break_bug,2017
standart,petrol,4.08,2015,71078,w-2228220D,Renault Kaptur,0,engine_check,2019
standart,petrol,4.66,2015,73488,v73920097R,Nissan Qashqai,0,gear_stick,2016
economy,petrol,4.8,2015,98826,H-4871785P,Hyundai Solaris,0,wheel_shake,2017
economy,petrol,5.04,2015,89433,H83423387a,Kia Rio X-line,0,gear_stick,2015
standart,petrol,4.18,2014,63534,g18985198o,Nissan Qashqai,0,break_bug,2019
economy,petrol,4.34,2013,40509,f-1368188Z,Smart ForFour,0,engine_ignition,2016
economy,petrol,2.22,2017,124385,B10305712m,VW Tiguan,0,engine_fuel,2021
economy,petrol,3.38,2014,58278,w17382345v,VW Polo,0,engine_ignition,2015
economy,petrol,5.34,2013,40654,k-2273981K,Hyundai Solaris,0,engine_check,2020
economy,petrol,3.98,2011,83,h86663077a,Kia Rio X-line,0,break_bug,2017
standart,petrol,2.86,2014,64524,n81763737L,Nissan Qashqai,0,engine_overheat,2021
economy,petrol,4.26,2015,86897,c-1171224N,Kia Rio X,1,engine_ignition,2015
economy,petrol,3.58,2015,99295,K-2042834N,VW Polo VI,0,electro_bug,2014
economy,petrol,4.4,2016,94152,A-7704231e,Smart ForTwo,0,another_bug,2016
standart,petrol,4.66,2015,74265,d-1261412O,Renault Kaptur,2,gear_stick,2018
economy,petrol,4.6,2014,58416,N-3542587r,Kia Rio,1,engine_ignition,2016
standart,petrol,4.7,2014,67441,T-2809069O,Renault Sandero,0,break_bug,2019
economy,petrol,5.98,2013,44604,e-2200514f,Kia Rio,0,engine_ignition,2019
standart,petrol,4.42,2015,83302,q-1127410X,Kia Sportage,0,engine_check,2021
standart,petrol,5.02,2015,79579,J-1137633W,Renault Kaptur,0,engine_fuel,2019
economy,petrol,4.5,2013,36442,m-1248909g,Smart Coupe,0,gear_stick,2016
standart,petrol,5.14,2013,52335,T17971896t,Kia Sportage,1,gear_stick,2018
business,petrol,4.2,2013,36149,z10430541i,Mini Cooper,0,engine_fuel,2021
standart,petrol,4.7,2015,79227,Z-1350437Z,Renault Sandero,0,break_bug,2019
economy,petrol,4.44,2016,91388,o-9505235X,VW Tiguan,0,engine_check,2017
economy,petrol,4.48,2015,77632,G-7472388v,Skoda Rapid,0,wheel_shake,2020
economy,petrol,4.38,2015,89479,K18306053r,Kia Rio X-line,0,engine_fuel,2019
economy,petrol,4.22,2013,36283,t-1389922J,Smart Coupe,0,engine_overheat,2014
standart,petrol,4.24,2014,62465,Z56694596c,Nissan Qashqai,0,engine_check,2020
standart,petrol,4.28,2011,4,w13418612e,Kia Sportage,0,engine_fuel,2014
economy,petrol,4.58,2013,43197,u-2290162o,Kia Rio X,0,engine_fuel,2017
standart,petrol,5.12,2012,24702,E-5303502D,Nissan Qashqai,1,break_bug,2020
standart,petrol,3.4,2012,23972,R50675613t,Nissan Qashqai,0,electro_bug,2018
premium,electro,4.32,2014,63971,H-1289656m,Volkswagen ID.4 ,0,break_bug,2017
economy,petrol,3.98,2014,56200,d11818528X,Smart ForFour,0,gear_stick,2020
business,petrol,5.7,2014,63507,v-4393931r,Mini Cooper,0,break_bug,2020
economy,petrol,3.1,2015,88736,a15124892o,Hyundai Solaris,0,engine_overheat,2021
economy,petrol,2.52,2015,78639,l36861534V,Smart ForTwo,0,engine_check,2015
economy,petrol,3.96,2017,123516,P21146775A,Smart ForTwo,0,engine_fuel,2021
economy,petrol,4.54,2017,120859,B-8559176x,Smart ForTwo,0,engine_check,2021
standart,petrol,4.0,2014,54928,O-1576355d,Renault Kaptur,0,break_bug,2018
economy,petrol,5.24,2013,42922,s-1233979x,Skoda Rapid,1,engine_ignition,2018
premium,petrol,3.1,2017,123042,N50018445X,Audi A4,0,gear_stick,2019
standart,petrol,5.02,2011,18,E-4220998I,Nissan Qashqai,1,engine_ignition,2017
standart,petrol,5.42,2013,46099,U-6362584Q,Renault Sandero,0,electro_bug,2015
standart,petrol,3.6,2014,61577,D28621238x,Nissan Qashqai,0,engine_check,2020
economy,petrol,5.78,2014,65086,B-8479157Q,Kia Rio X-line,0,engine_ignition,2016
standart,petrol,4.48,2012,20078,r35592741h,Renault Kaptur,0,electro_bug,2018
economy,petrol,4.38,2013,49202,S-2179649Y,VW Polo VI,0,engine_overheat,2018
economy,petrol,4.0,2013,43689,H-1135423y,VW Polo VI,0,engine_check,2021
economy,petrol,4.24,2012,29995,h16559760t,VW Polo VI,0,engine_overheat,2018
standart,petrol,5.16,2012,29338,o-1530462a,Renault Sandero,0,gear_stick,2019
economy,petrol,2.32,2015,73471,Q70371595z,Hyundai Solaris,2,gear_stick,2021
standart,petrol,3.56,2014,57077,v11386552i,Kia Sportage,0,engine_fuel,2015
economy,petrol,3.36,2011,2289,J97849965O,VW Polo,0,wheel_shake,2017
economy,petrol,5.12,2013,46279,A-8582359Y,Smart ForTwo,0,engine_ignition,2018
economy,petrol,5.08,2017,122535,W21048865S,Smart Coupe,1,wheel_shake,2018
standart,petrol,3.28,2012,32224,P10539613v,Kia Sportage,1,engine_ignition,2021
standart,petrol,5.34,2014,52783,m-1142531u,Nissan Qashqai,0,engine_ignition,2016
standart,petrol,4.38,2015,89546,w21325307E,Nissan Qashqai,0,engine_ignition,2020
economy,petrol,5.36,2014,69553,r-6268123s,VW Polo VI,1,engine_fuel,2021
standart,petrol,5.1,2011,7883,P-8788464u,Nissan Qashqai,0,engine_ignition,2020
economy,petrol,3.3,2014,58575,A19893808P,Smart ForTwo,0,gear_stick,2018
economy,petrol,4.24,2017,132161,Y11984874C,VW Tiguan,0,electro_bug,2019
standart,petrol,3.76,2014,62413,c12458019K,Kia Sportage,0,engine_fuel,2019
standart,petrol,3.02,2015,81557,r16624906R,Renault Sandero,0,another_bug,2017
economy,petrol,4.04,2015,86137,s-1701601T,Smart ForFour,0,engine_overheat,2017
economy,petrol,7.46,2015,81952,I-2085485K,Kia Rio X,1,break_bug,2015
standart,petrol,5.02,2011,615,p-1607435n,Renault Sandero,0,electro_bug,2020
standart,petrol,5.38,2014,58482,l-2073691v,Renault Sandero,1,engine_check,2015
economy,petrol,5.18,2013,36782,v-7267042G,VW Polo VI,1,break_bug,2020
standart,petrol,3.7,2011,6183,X-5337958G,Kia Sportage,0,another_bug,2017
economy,petrol,4.0,2011,87,s-1227750Q,VW Polo,0,gear_stick,2018
business,petrol,4.46,2015,88283,T14802622s,Mercedes-Benz E200,0,engine_overheat,2021
economy,petrol,3.8,2015,91754,n-1588210t,Smart ForFour,1,another_bug,2021
economy,petrol,5.0,2015,89538,k-6591744D,Hyundai Solaris,1,wheel_shake,2018
economy,petrol,5.12,2015,91474,z-2033330g,Kia Rio X,0,engine_ignition,2017
economy,petrol,3.92,2012,21459,o18752959g,Kia Rio X-line,0,wheel_shake,2014
economy,petrol,3.82,2014,62528,L-1950271Y,Kia Rio X,0,another_bug,2019
premium,petrol,3.82,2015,79895,L45819441T,Audi A4,4,engine_fuel,2022
standart,petrol,2.86,2015,84699,t11356436u,Kia Sportage,0,another_bug,2022
standart,petrol,6.16,2012,21819,V-2169580X,Renault Kaptur,0,engine_fuel,2022
standart,petrol,6.3,2015,81241,X-1102199i,Kia Sportage,1,engine_ignition,2021
standart,petrol,3.98,2015,78824,Y42307620l,Renault Sandero,1,engine_overheat,2017
economy,petrol,3.74,2012,24408,c11493622d,Kia Rio,0,electro_bug,2016
economy,petrol,2.78,2015,76782,s74743326E,Hyundai Solaris,0,break_bug,2021
economy,petrol,3.88,2017,124250,v92032706J,Smart Coupe,0,wheel_shake,2020
economy,petrol,3.2,2013,45176,R89114665D,Kia Rio X-line,0,engine_fuel,2021
economy,petrol,3.16,2011,1606,F15011099W,Kia Rio X,0,wheel_shake,2021
economy,petrol,2.56,2013,47108,T22451402g,Kia Rio,0,wheel_shake,2022
standart,petrol,4.12,2015,82700,t61975264x,Nissan Qashqai,0,engine_overheat,2020
economy,petrol,4.1,2015,80197,X-1055263h,Smart ForTwo,2,engine_overheat,2016
economy,petrol,4.06,2013,38523,l40017744S,VW Tiguan,0,engine_check,2020
economy,petrol,5.72,2017,123499,B-1276447I,Skoda Rapid,1,wheel_shake,2014
economy,petrol,5.42,2016,107678,F-1561156R,Skoda Rapid,2,wheel_shake,2016
economy,petrol,4.48,2013,44095,F57559229C,VW Polo VI,0,gear_stick,2016
economy,petrol,6.36,2014,71429,F-3458483b,Kia Rio,1,engine_ignition,2021
economy,petrol,4.82,2013,42406,Q-1573004E,Hyundai Solaris,0,engine_ignition,2019
standart,petrol,5.88,2011,2793,s-5093199D,Renault Kaptur,0,engine_ignition,2021
standart,petrol,3.94,2014,66844,B-1571885y,Kia Sportage,0,engine_fuel,2019
economy,petrol,3.52,2016,93863,I18762244f,VW Tiguan,0,engine_fuel,2018
economy,petrol,3.22,2015,82106,e14382410l,Smart ForTwo,0,break_bug,2018
economy,petrol,5.34,2013,46719,c-1538833m,Kia Rio X-line,0,engine_fuel,2016
economy,petrol,3.74,2017,114919,x61993910W,Smart Coupe,1,engine_overheat,2019
standart,petrol,3.74,2011,3464,G-1242522V,Renault Sandero,0,electro_bug,2018
business,petrol,3.0,2013,41551,z52651957L,Fiat 500,0,engine_check,2015
economy,petrol,3.24,2014,68714,R15749283D,Skoda Rapid,0,break_bug,2020
standart,petrol,5.66,2014,63799,Z-7340686v,Renault Sandero,1,gear_stick,2019
economy,petrol,3.1,2013,39314,X13250656u,Kia Rio X,0,gear_stick,2020
economy,petrol,3.42,2014,67320,f70384121H,VW Polo VI,3,another_bug,2015
economy,petrol,4.92,2016,105654,b-1016644U,VW Tiguan,0,engine_check,2020
business,petrol,4.04,2011,2740,b34607341j,Mini Cooper,1,engine_check,2018
economy,petrol,5.7,2013,36487,s-1544537d,VW Polo VI,2,engine_fuel,2020
economy,petrol,4.62,2014,71308,T-2651777L,Smart ForTwo,0,electro_bug,2019
standart,petrol,5.8,2012,21636,e-9324711M,Renault Sandero,1,engine_ignition,2015
standart,petrol,4.88,2014,56905,S-1099304I,Renault Sandero,0,engine_ignition,2019
business,petrol,4.92,2015,89283,Z-1690934p,Fiat 500,0,engine_ignition,2016
standart,petrol,4.94,2011,2967,A-1956639b,Renault Sandero,0,engine_ignition,2018
economy,petrol,6.22,2013,50370,X-8191999r,Hyundai Solaris,0,another_bug,2020
economy,petrol,3.48,2016,103957,g83089172g,VW Tiguan,0,another_bug,2022
standart,petrol,5.1,2014,67311,m-1402552y,Renault Sandero,0,break_bug,2019
economy,petrol,4.54,2013,39558,z-1383208d,VW Tiguan,0,engine_fuel,2018
economy,petrol,4.58,2015,81016,F-2091675H,VW Polo VI,0,wheel_shake,2015
standart,petrol,4.58,2014,59567,p-1026598C,Renault Sandero,0,another_bug,2020
economy,petrol,4.76,2016,105804,G-2990262b,Smart Coupe,0,engine_ignition,2018
standart,petrol,4.02,2015,87294,p97508110p,Kia Sportage,0,break_bug,2021
economy,petrol,4.26,2013,40788,C-5229733d,Kia Rio X,0,gear_stick,2018
economy,petrol,7.1,2015,93798,O-9487423J,Kia Rio X-line,0,electro_bug,2018
economy,petrol,4.96,2016,93069,t-5863497D,Skoda Rapid,0,gear_stick,2018
premium,petrol,4.62,2015,91920,o21208881t,Audi Q3,0,engine_fuel,2018
standart,petrol,4.04,2013,45902,F14893199L,Nissan Qashqai,1,gear_stick,2018
economy,petrol,6.88,2013,49884,m-1655829f,VW Tiguan,1,wheel_shake,2019
standart,petrol,5.2,2015,89261,s-1795135b,Nissan Qashqai,0,engine_ignition,2020
economy,petrol,2.16,2017,125986,X10754765V,VW Tiguan,0,electro_bug,2021
standart,petrol,4.3,2012,20271,E-9761828K,Kia Sportage,0,engine_fuel,2022
economy,petrol,6.08,2014,64415,q-1010002z,Smart ForTwo,0,wheel_shake,2021
business,petrol,3.44,2014,60285,C-1546256l,Mercedes-Benz E200,1,engine_check,2020
economy,petrol,2.7,2016,99209,x80611394y,Smart Coupe,0,engine_check,2020
standart,petrol,5.66,2013,39970,x-1155940j,Renault Sandero,1,engine_ignition,2015
economy,petrol,3.6,2015,75192,y17958394w,Hyundai Solaris,0,another_bug,2015
economy,petrol,4.86,2015,84269,r-3626163O,Skoda Rapid,0,engine_fuel,2016
economy,petrol,3.62,2011,2985,w75295475d,Kia Rio,0,engine_fuel,2021
standart,petrol,5.9,2015,83147,a-4209036O,Renault Sandero,0,engine_fuel,2020
economy,petrol,5.44,2013,39575,z-1424722R,Kia Rio X-line,0,engine_check,2018
economy,petrol,4.68,2014,57590,D-1975819d,Smart ForFour,0,engine_overheat,2016
economy,petrol,4.12,2015,86164,n86645963R,Skoda Rapid,0,engine_ignition,2019
economy,petrol,5.92,2015,73744,I-6482386t,VW Tiguan,0,break_bug,2021
economy,petrol,4.28,2014,65534,e88950408e,Smart Coupe,0,engine_ignition,2015
standart,petrol,3.5,2011,2625,z11959313t,Renault Kaptur,0,engine_check,2015
standart,petrol,5.06,2012,19285,z-1104831H,Kia Sportage,0,engine_fuel,2020
economy,petrol,3.54,2012,25095,E86045670c,Kia Rio X,0,break_bug,2018
economy,petrol,4.14,2014,66664,v88691914J,VW Polo,0,engine_fuel,2018
standart,petrol,3.84,2011,5722,d19312186N,Nissan Qashqai,0,engine_check,2017
premium,petrol,5.4,2014,70494,d-6273123g,Audi A4,0,another_bug,2018
standart,petrol,4.2,2015,77857,I-5675626j,Renault Kaptur,0,electro_bug,2020
economy,petrol,2.92,2016,107730,K91014117o,Skoda Rapid,1,another_bug,2021
standart,petrol,2.74,2011,3243,C11156821F,Renault Sandero,0,engine_overheat,2016
economy,petrol,4.32,2013,45061,z19283639B,Smart ForFour,0,engine_check,2015
